,emotion,statements,gender
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Fb.wav,happiness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Fc.wav,happiness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09La.wav,boredom,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Na.wav,neutral,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b09Wa.wav,anger,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Ec.wav,disgust,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Fa.wav,happiness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10La.wav,boredom,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Nc.wav,neutral,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Wa.wav,anger,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\13b10Wc.wav,anger,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Aa.wav,anxiety/fear,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Ac.wav,anxiety/fear,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Ea.wav,disgust,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Na.wav,neutral,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Wa.wav,anger,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a01Wc.wav,anger,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Ab.wav,anxiety/fear,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Ea.wav,disgust,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Fd.wav,happiness,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02La.wav,boredom,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Nc.wav,neutral,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Tb.wav,sadness,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Wa.wav,anger,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Wc.wav,anger,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Aa.wav,anxiety/fear,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Ed.wav,disgust,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Lb.wav,boredom,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Tb.wav,sadness,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Tc.wav,sadness,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Wb.wav,anger,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Wc.wav,anger,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Aa.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Ac.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Fa.wav,happiness,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Fb.wav,happiness,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Lb.wav,boredom,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Na.wav,neutral,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Ta.wav,sadness,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Tc.wav,sadness,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Wa.wav,anger,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Wb.wav,anger,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Aa.wav,anxiety/fear,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Eb.wav,disgust,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Fd.wav,happiness,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Lc.wav,boredom,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Ld.wav,boredom,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Na.wav,neutral,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Tc.wav,sadness,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Wc.wav,anger,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Ac.wav,anxiety/fear,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Eb.wav,disgust,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Fa.wav,happiness,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Fc.wav,happiness,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Na.wav,neutral,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Wc.wav,anger,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Aa.wav,anxiety/fear,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Fb.wav,happiness,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Na.wav,neutral,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Tc.wav,sadness,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Wb.wav,anger,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Wd.wav,anger,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Ad.wav,anxiety/fear,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Ed.wav,disgust,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Lb.wav,boredom,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Ta.wav,sadness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Ac.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Ea.wav,disgust,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Fc.wav,happiness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Lb.wav,boredom,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Td.wav,sadness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Wa.wav,anger,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Wc.wav,anger,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Ad.wav,anxiety/fear,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Eb.wav,disgust,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Lb.wav,boredom,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Nb.wav,neutral,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Tc.wav,sadness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Wc.wav,anger,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Ec.wav,disgust,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Fc.wav,happiness,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Lb.wav,boredom,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Nc.wav,neutral,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Tb.wav,sadness,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Wb.wav,anger,The tablecloth is lying on the fridge,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Ea.wav,disgust,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Ec.wav,disgust,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Lb.wav,boredom,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Nb.wav,neutral,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Tc.wav,sadness,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Wb.wav,anger,She wants to hand that in on Wednesday,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Ab.wav,anxiety/fear,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Ea.wav,disgust,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Fa.wav,happiness,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04La.wav,boredom,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Lc.wav,boredom,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Nc.wav,neutral,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Tc.wav,sadness,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Wb.wav,anger,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Wc.wav,anger,I could tell him Tonight,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Ab.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Ea.wav,disgust,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Fc.wav,happiness,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a05La.wav,boredom,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Tb.wav,sadness,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Wb.wav,anger,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Wc.wav,anger,The black piece of paper is up there next to the piece of wood,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Ea.wav,disgust,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Fa.wav,happiness,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Fb.wav,happiness,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07La.wav,boredom,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Lb.wav,boredom,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Nb.wav,neutral,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Td.wav,sadness,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Wa.wav,anger,It will be ready in seven hours,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Aa.wav,anxiety/fear,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Eb.wav,disgust,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Fa.wav,happiness,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01La.wav,boredom,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Lc.wav,boredom,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Tb.wav,sadness,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Wa.wav,anger,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Wb.wav,anger,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Aa.wav,anxiety/fear,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Eb.wav,disgust,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Fd.wav,happiness,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Lb.wav,boredom,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Wb.wav,anger,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ad.wav,anxiety/fear,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ea.wav,disgust,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Fa.wav,happiness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Fd.wav,happiness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03La.wav,boredom,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Nb.wav,neutral,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ta.wav,sadness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Ab.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Eb.wav,disgust,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Fb.wav,happiness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09La.wav,boredom,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Lb.wav,boredom,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Wb.wav,anger,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Aa.wav,anxiety/fear,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Eb.wav,disgust,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Fb.wav,happiness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Lb.wav,boredom,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Tb.wav,sadness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Td.wav,sadness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Wa.wav,anger,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Wb.wav,anger,It will be in the place where we always put it,female
